TANGGAL,TAVG,RH_AVG,RR,FF_AVG,PM25
21-07-2025,28.4,68,0,2,38.72
22-07-2025,28.2,68,0,1,50.32
23-07-2025,28.4,68,0,2,65.75
24-07-2025,28.5,69,0,1,
25-07-2025,29.2,68,0,2,75.19
26-07-2025,29.1,70,0,2,85.22
27-07-2025,28.8,75,0,1,105.19
28-07-2025,27.9,76,5,1,54.35
29-07-2025,28.5,74,20.5,2,52.32
30-07-2025,28.8,73,0,2,35.53
31-07-2025,29.1,70,0,2,31.03
01-08-2025,28.9,72,0,2,37.2
02-08-2025,28.7,72,0,2,54.85
03-08-2025,27.7,78,0,1,54.41
04-08-2025,26.8,81,42.5,1,30.4
05-08-2025,26.5,84,14.8,2,39.7
06-08-2025,28.3,78,6.5,1,56.16
07-08-2025,28.9,78,0,1,70.79
08-08-2025,28.4,81,42,2,56.56
09-08-2025,28.5,79,0,2,63.11
10-08-2025,27.8,80,8888,2,49.05
11-08-2025,26.8,86,0,1,49.26
12-08-2025,25.3,92,41.8,1,55.02
13-08-2025,26.7,82,70.7,1,45.94
14-08-2025,27,77,0,1,
15-08-2025,27.1,69,1.2,2,
16-08-2025,27.9,69,0,2,
17-08-2025,28.7,71,0,3,
18-08-2025,28.4,83,0,2,
19-08-2025,26.7,86,3.8,1,
20-08-2025,26.5,84,6.1,1,
21-08-2025,27.5,79,5,1,
22-08-2025,28.2,74,0,1,
23-08-2025,28.4,80,0,1,
24-08-2025,27.8,80,0,2,
25-08-2025,26.5,84,0.8,1,
26-08-2025,27.6,76,14.3,1,52.67
27-08-2025,28.5,67,0,1,
28-08-2025,28.7,69,0,2,
29-08-2025,27,82,65.5,2,21.89
30-08-2025,27.7,77,4,1,23.75
31-08-2025,28.1,77,0.8,1,20.84
