TANGGAL,TAVG,RH_AVG,RR,FF_AVG,PM25
26-02-2024,29.7,75,4,1,23.9
27-02-2024,30.5,73,0,2,47.92
28-02-2024,28.2,83,4.5,1,33.46
29-02-2024,26.2,90,8.1,1,30.48
01-03-2024,30.9,73,14.3,3,32.72
02-03-2024,29.1,79,4,1,35.29
03-03-2024,28.7,82,0.6,1,22.26
04-03-2024,30,73,3.8,2,19.8
05-03-2024,31,69,0.2,3,9.77
06-03-2024,31,70,0,2,10.13
07-03-2024,31.8,66,0.2,2,9.18
08-03-2024,29.5,77,0,2,7.18
09-03-2024,25.7,92,17.5,2,12.8
10-03-2024,27.6,89,10.8,0,46.44
11-03-2024,28.4,80,49.8,2,36.27
12-03-2024,30.3,70,1.5,2,26.35
13-03-2024,29.2,78,7.5,2,22.95
14-03-2024,27.3,88,3.5,2,24.98
15-03-2024,27.2,84,19,2,7.37
16-03-2024,25.9,90,7.6,2,7.73
17-03-2024,27.4,85,19.1,1,7.51
18-03-2024,30.2,71,3.9,2,9.16
19-03-2024,32,62,0,3,12.41
20-03-2024,31.9,63,0,3,12.54
21-03-2024,31.4,64,0,2,24.74
22-03-2024,27,86,34,1,21.73
23-03-2024,31.2,69,16,1,53.88
24-03-2024,31.7,70,12,1,47.37
25-03-2024,30,77,8,1,29.5
26-03-2024,30,72,5.5,1,43.34
27-03-2024,28.7,82,0.8,1,58.14
28-03-2024,29.6,76,5.5,1,70.95
29-03-2024,28.5,78,10.5,1,56.07
30-03-2024,29.8,71,10.5,1,46.91
31-03-2024,30.7,74,27.9,1,49.8
01-04-2024,29.9,74,11.6,1,46.24
02-04-2024,30.9,71,1,1,60.96
03-04-2024,28.6,82,8.5,1,49.11
04-04-2024,29.2,81,82.2,1,33.9
05-04-2024,28.7,82,17.2,2,57.5
06-04-2024,30.8,71,0.3,1,40.46
07-04-2024,32.5,62,0,1,33.51
08-04-2024,31.9,65,0,1,29.41
09-04-2024,29.5,74,0,1,28.73
10-04-2024,30.1,70,2.8,3,42.33
11-04-2024,31.6,70,68,2,19.73
12-04-2024,26.9,87,31,1,18.32
13-04-2024,30.6,69,55.5,1,21.94
14-04-2024,30,77,24.2,0,17.48
15-04-2024,31,70,5.3,1,17.32
16-04-2024,32.4,64,0,2,27.77
17-04-2024,31.4,70,0.4,2,29.71
18-04-2024,31.2,69,12.6,1,25.76
19-04-2024,30.1,72,24,1,24.5
20-04-2024,32,66,8888,1,
21-04-2024,28.5,84,0.3,1,
22-04-2024,31.1,68,2.4,1,
23-04-2024,30.9,72,8888,1,29.48
24-04-2024,29.6,78,0,1,36.11
25-04-2024,29.3,82,57.5,1,36.4
26-04-2024,30.1,77,0,1,25.58
27-04-2024,29.5,76,8.6,2,27.98
28-04-2024,31.7,70,7.2,1,23.26
29-04-2024,32.9,63,-,2,53.33
30-04-2024,31.9,69,-,2,50.26
01-05-2024,30.8,69,6.8,1,32.89
