TANGGAL,TAVG,RH_AVG,RR,FF_AVG,PM25
29-07-2025,29.3,72,47,0,21.54
30-07-2025,29.6,73,0,1,12.86
31-07-2025,29.1,71,0,2,12.02
01-08-2025,29.2,72,0,1,15.74
02-08-2025,29.3,69,0,1,19.17
03-08-2025,29.4,75,0,1,18.25
04-08-2025,28.6,73,0,1,12.15
05-08-2025,28.9,76,0.4,1,23.17
06-08-2025,28.9,75,4,1,23.52
07-08-2025,29.3,75,0,1,20.64
08-08-2025,28.5,80,3.6,1,49.07
09-08-2025,29.4,74,0,0,19.79
10-08-2025,28.6,75,0,1,15.68
11-08-2025,27.7,84,34.5,1,57.27
12-08-2025,25.9,91,29.1,0,50.29
13-08-2025,27.4,80,60.8,0,37.89
14-08-2025,28.6,69,8888,1,15.41
15-08-2025,28.2,63,1.2,1,13.15
16-08-2025,28.3,72,0,2,17.94
17-08-2025,29.1,71,0,3,19.02
18-08-2025,28.9,69,0,2,13.73
19-08-2025,27,83,7.7,0,28.21
20-08-2025,27.4,79,4.4,1,36.46
21-08-2025,27.8,81,2.6,2,
22-08-2025,28.4,77,0,1,
23-08-2025,29.1,77,0,1,12.38
24-08-2025,29.1,75,0,1,16.51
25-08-2025,27.9,77,0,0,25.62
26-08-2025,28.7,75,10.4,1,22.6
27-08-2025,29.3,63,0,1,10.3
28-08-2025,28.8,68,2,1,12.99
29-08-2025,28,77,57.4,1,20.29
30-08-2025,28.3,74,0.2,1,18.5
31-08-2025,28.7,76,0,1,15.38
